"category","pref","year_week","reference_date","current_value","current_ma4","baseline_ma4","ratio_heinen","alert_start","ratio_alert","ratio_wow","in_alert_level"
"流行性角結膜炎","奈良県","2026-19","2026-05-10",0.3,0.35,0.44333333333333336,0.79,8,0.04,0.75,FALSE
"無菌性髄膜炎","奈良県","2026-19","2026-05-10",0,0.0425,0,NA,NA,NA,NA,FALSE
"突発性発しん","奈良県","2026-19","2026-05-10",0.13,0.325,0.2816666666666667,1.15,NA,NA,0.2063,FALSE
"細菌性髄膜炎","奈良県","2026-19","2026-05-10",0,0.0425,0,NA,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","宮城県","2026-19","2026-05-10",1.03,2.16,2.7041666666666666,0.8,8,0.13,0.4558,FALSE
"RSウイルス","宮城県","2026-19","2026-05-10",0.16,0.23500000000000001,0.7591666666666667,0.31,NA,NA,0.6154,FALSE
"インフルエンザ","宮城県","2026-19","2026-05-10",0.27,0.5375000000000001,2.5524999999999998,0.21,30,0.01,0.8182,FALSE
"クラミジア肺炎","宮城県","2026-19","2026-05-10",0,0,0,NA,NA,NA,NA,FALSE
"ヘルパンギーナ","宮城県","2026-19","2026-05-10",0.03,0.0075,0.018333333333333333,0.41,6,0,NA,FALSE
"マイコプラズマ肺炎","宮城県","2026-19","2026-05-10",0,0.1,0.10833333333333334,0.92,NA,NA,NA,FALSE
"伝染性紅斑","宮城県","2026-19","2026-05-10",0.1,0.055,0.855,0.06,2,0.05,1.6667,FALSE
"咽頭結膜熱","宮城県","2026-19","2026-05-10",0.06,0.1275,0.455,0.28,3,0.02,0.3158,FALSE
"急性出血性結膜炎","宮城県","2026-19","2026-05-10",0,0.02,0.013333333333333334,1.5,1,0,NA,FALSE
"感染性胃腸炎","宮城県","2026-19","2026-05-10",3.03,3.675,4.368333333333333,0.84,20,0.15,0.7284,FALSE
"感染性胃腸炎（ロタウイルス）","宮城県","2026-19","2026-05-10",0,0,0.05,0,NA,NA,NA,FALSE
"手足口病","宮城県","2026-19","2026-05-10",0.1,0.025,0.0325,0.77,5,0.02,NA,FALSE
"新型コロナウイルス","宮城県","2026-19","2026-05-10",0.8,1.68,2.76375,0.61,NA,NA,0.4494,FALSE
"水痘","宮城県","2026-19","2026-05-10",0.35,0.34750000000000003,0.18583333333333332,1.87,2,0.17,0.6731,FALSE
"流行性耳下腺炎","宮城県","2026-19","2026-05-10",0.06,0.0225,0.07083333333333333,0.32,6,0.01,NA,FALSE
"流行性角結膜炎","宮城県","2026-19","2026-05-10",0.75,0.6475,0.515,1.26,8,0.09,1.1194,FALSE
"無菌性髄膜炎","宮城県","2026-19","2026-05-10",0,0.025,0.016666666666666666,1.5,NA,NA,0,FALSE
"突発性発しん","宮城県","2026-19","2026-05-10",0.35,0.24,0.3375,0.71,NA,NA,1.8421,FALSE
"細菌性髄膜炎","宮城県","2026-19","2026-05-10",0,0.025,0.008333333333333333,3,NA,NA,0,FALSE
"A群溶血性レンサ球菌咽頭炎","宮崎県","2026-19","2026-05-10",3.27,3.8525,2.6525,1.45,8,0.41,0.8034,FALSE
"RSウイルス","宮崎県","2026-19","2026-05-10",1.53,1.4325,1.3158333333333334,1.09,NA,NA,1.1504,FALSE
"インフルエンザ","宮崎県","2026-19","2026-05-10",0.07,0.25,1.165,0.21,30,0,0.3889,FALSE
"クラミジア肺炎","宮崎県","2026-19","2026-05-10",0,0,0,NA,NA,NA,NA,FALSE
"ヘルパンギーナ","宮崎県","2026-19","2026-05-10",0.4,1.0675,0.83,1.29,6,0.07,0.2395,FALSE
"マイコプラズマ肺炎","宮崎県","2026-19","2026-05-10",0,0.145,0.0825,1.76,NA,NA,0,FALSE
"伝染性紅斑","宮崎県","2026-19","2026-05-10",0,0.23250000000000004,0.23416666666666666,0.99,2,0,0,FALSE
"咽頭結膜熱","宮崎県","2026-19","2026-05-10",0.47,0.5325,0.92,0.58,3,0.16,0.8868,FALSE
"急性出血性結膜炎","宮崎県","2026-19","2026-05-10",0,0,0,NA,1,0,NA,FALSE
"感染性胃腸炎","宮崎県","2026-19","2026-05-10",2.67,6.0175,8.293333333333333,0.73,20,0.13,0.4828,FALSE
"感染性胃腸炎（ロタウイルス）","宮崎県","2026-19","2026-05-10",0,0,0.17833333333333332,0,NA,NA,NA,FALSE
"手足口病","宮崎県","2026-19","2026-05-10",8.93,9.0325,0.7833333333333333,11.53,5,1.79,0.66,TRUE
"新型コロナウイルス","宮崎県","2026-19","2026-05-10",0.82,0.5175,1.60875,0.32,NA,NA,1.64,FALSE
"水痘","宮崎県","2026-19","2026-05-10",0.73,0.75,0.21916666666666668,3.42,2,0.36,1.2167,FALSE
"流行性耳下腺炎","宮崎県","2026-19","2026-05-10",0,0.0175,0.0675,0.26,6,0,0,FALSE
"流行性角結膜炎","宮崎県","2026-19","2026-05-10",0.83,0.9175,0.5425,1.69,8,0.1,4.8824,FALSE
"無菌性髄膜炎","宮崎県","2026-19","2026-05-10",0,0,0.011666666666666667,0,NA,NA,NA,FALSE
"突発性発しん","宮崎県","2026-19","2026-05-10",0.47,0.41750000000000004,0.59,0.71,NA,NA,1.4242,FALSE
"細菌性髄膜炎","宮崎県","2026-19","2026-05-10",0,0,0,NA,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","富山県","2026-19","2026-05-10",2.1,3.9375,3.3958333333333335,1.16,8,0.26,0.4449,FALSE
"RSウイルス","富山県","2026-19","2026-05-10",0.17,0.46499999999999997,1.1591666666666667,0.4,NA,NA,0.3778,FALSE
"インフルエンザ","富山県","2026-19","2026-05-10",0.1,0.955,1.32,0.72,30,0,0.1205,FALSE
"クラミジア肺炎","富山県","2026-19","2026-05-10",0,0,0,NA,NA,NA,NA,FALSE
"ヘルパンギーナ","富山県","2026-19","2026-05-10",0.07,0.035,0.08916666666666667,0.39,6,0.01,1,FALSE
"マイコプラズマ肺炎","富山県","2026-19","2026-05-10",0,0.05,0.08333333333333334,0.6,NA,NA,0,FALSE
"伝染性紅斑","富山県","2026-19","2026-05-10",0,0.05,0.8291666666666666,0.06,2,0,0,FALSE
"咽頭結膜熱","富山県","2026-19","2026-05-10",0.24,0.42000000000000004,1.0150000000000001,0.41,3,0.08,0.7059,FALSE
"急性出血性結膜炎","富山県","2026-19","2026-05-10",0,0,0.26166666666666666,0,1,0,NA,FALSE
"感染性胃腸炎","富山県","2026-19","2026-05-10",4,7.432499999999999,8.8325,0.84,20,0.2,0.4831,FALSE
"感染性胃腸炎（ロタウイルス）","富山県","2026-19","2026-05-10",0,0,0.03333333333333333,0,NA,NA,NA,FALSE
"手足口病","富山県","2026-19","2026-05-10",0.76,0.5175,0.07916666666666668,6.54,5,0.15,1.1515,FALSE
"新型コロナウイルス","富山県","2026-19","2026-05-10",0.25,0.48000000000000004,2.34,0.21,NA,NA,0.625,FALSE
"水痘","富山県","2026-19","2026-05-10",0.1,0.26,0.24583333333333332,1.06,2,0.05,0.2222,FALSE
"流行性耳下腺炎","富山県","2026-19","2026-05-10",0.03,0.0225,0.025,0.9,6,0,1,FALSE
"流行性角結膜炎","富山県","2026-19","2026-05-10",0.29,0.145,0.2966666666666667,0.49,8,0.04,1,FALSE
"無菌性髄膜炎","富山県","2026-19","2026-05-10",0,0,0,NA,NA,NA,NA,FALSE
"突発性発しん","富山県","2026-19","2026-05-10",0.24,0.2575,0.21000000000000002,1.23,NA,NA,0.7059,FALSE
"細菌性髄膜炎","富山県","2026-19","2026-05-10",0,0,0,NA,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","山口県","2026-19","2026-05-10",1.71,3.1574999999999998,3.085,1.02,8,0.21,0.5797,FALSE
"RSウイルス","山口県","2026-19","2026-05-10",0.34,0.7175,2.0058333333333334,0.36,NA,NA,0.5862,FALSE
"インフルエンザ","山口県","2026-19","2026-05-10",0.21,0.585,1.5416666666666667,0.38,30,0.01,0.5833,FALSE
"クラミジア肺炎","山口県","2026-19","2026-05-10",0,0,0,NA,NA,NA,NA,FALSE
"ヘルパンギーナ","山口県","2026-19","2026-05-10",0.08,0.04,0.22083333333333333,0.18,6,0.01,1,FALSE
"マイコプラズマ肺炎","山口県","2026-19","2026-05-10",0,0.11,0.15666666666666668,0.7,NA,NA,0,FALSE
"伝染性紅斑","山口県","2026-19","2026-05-10",0.05,0.1525,0.1275,1.2,2,0.03,0.3125,FALSE
"咽頭結膜熱","山口県","2026-19","2026-05-10",0.21,0.3225,0.34500000000000003,0.93,3,0.07,0.5,FALSE
"急性出血性結膜炎","山口県","2026-19","2026-05-10",0,0,0,NA,1,0,NA,FALSE
"感染性胃腸炎","山口県","2026-19","2026-05-10",3.18,4.34,6.373333333333333,0.68,20,0.16,0.7608,FALSE
"感染性胃腸炎（ロタウイルス）","山口県","2026-19","2026-05-10",0.11,0.0275,0.12000000000000001,0.23,NA,NA,NA,FALSE
"手足口病","山口県","2026-19","2026-05-10",0.13,0.0675,0.058333333333333334,1.16,5,0.03,1.1818,FALSE
"新型コロナウイルス","山口県","2026-19","2026-05-10",0.23,0.435,1.645,0.26,NA,NA,0.371,FALSE
"水痘","山口県","2026-19","2026-05-10",0.29,0.205,0.07333333333333333,2.8,2,0.14,5.8,FALSE
"流行性耳下腺炎","山口県","2026-19","2026-05-10",0,0.0125,0.045000000000000005,0.28,6,0,NA,FALSE
"流行性角結膜炎","山口県","2026-19","2026-05-10",0.33,1.1375000000000002,0.2775,4.1,8,0.04,0.2705,FALSE
"無菌性髄膜炎","山口県","2026-19","2026-05-10",0,0.0275,0.018333333333333333,1.5,NA,NA,0,FALSE
"突発性発しん","山口県","2026-19","2026-05-10",0.21,0.4275,0.3925,1.09,NA,NA,0.3818,FALSE
"細菌性髄膜炎","山口県","2026-19","2026-05-10",0,0,0,NA,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","山形県","2026-19","2026-05-10",2.12,4.6375,3.9416666666666664,1.18,8,0.26,0.4206,FALSE
"RSウイルス","山形県","2026-19","2026-05-10",0.56,1.5625,0.5233333333333333,2.99,NA,NA,0.4058,FALSE
"インフルエンザ","山形県","2026-19","2026-05-10",0.89,3.015,3.5025,0.86,30,0.03,0.3504,FALSE
"クラミジア肺炎","山形県","2026-19","2026-05-10",0,0,0,NA,NA,NA,NA,FALSE
"ヘルパンギーナ","山形県","2026-19","2026-05-10",0,0.01,0.02,0.5,6,0,NA,FALSE
"マイコプラズマ肺炎","山形県","2026-19","2026-05-10",0,0,0.14166666666666666,0,NA,NA,NA,FALSE
"伝染性紅斑","山形県","2026-19","2026-05-10",0.12,0.07,1.1425,0.06,2,0.06,1.5,FALSE
"咽頭結膜熱","山形県","2026-19","2026-05-10",0.12,0.255,0.5691666666666667,0.45,3,0.04,0.3429,FALSE
"急性出血性結膜炎","山形県","2026-19","2026-05-10",0,0,0,NA,1,0,NA,FALSE
"感染性胃腸炎","山形県","2026-19","2026-05-10",2.44,3.7750000000000004,4.571666666666666,0.83,20,0.12,0.6893,FALSE
"感染性胃腸炎（ロタウイルス）","山形県","2026-19","2026-05-10",0,0,0.06666666666666667,0,NA,NA,NA,FALSE
"手足口病","山形県","2026-19","2026-05-10",0.04,0.02,0.03,0.67,5,0.01,NA,FALSE
"新型コロナウイルス","山形県","2026-19","2026-05-10",0.42,0.875,3.2087499999999998,0.27,NA,NA,0.5455,FALSE
"水痘","山形県","2026-19","2026-05-10",1.24,0.65,0.305,2.13,2,0.62,4.5926,FALSE
"流行性耳下腺炎","山形県","2026-19","2026-05-10",0.04,0.01,0.035833333333333335,0.28,6,0.01,NA,FALSE
"流行性角結膜炎","山形県","2026-19","2026-05-10",0.25,0.2525,0.245,1.03,8,0.03,1,FALSE
"無菌性髄膜炎","山形県","2026-19","2026-05-10",0,0,0.008333333333333333,0,NA,NA,NA,FALSE
"突発性発しん","山形県","2026-19","2026-05-10",0.24,0.37249999999999994,0.34249999999999997,1.09,NA,NA,0.8889,FALSE
"細菌性髄膜炎","山形県","2026-19","2026-05-10",0.1,0.025,0,NA,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","山梨県","2026-19","2026-05-10",0.24,0.835,1.3916666666666666,0.6,8,0.03,0.2017,FALSE
"RSウイルス","山梨県","2026-19","2026-05-10",0.1,0.16749999999999998,0.266,0.63,NA,NA,0.7143,FALSE
"インフルエンザ","山梨県","2026-19","2026-05-10",0.11,0.1575,1.6016666666666666,0.1,30,0,0.55,FALSE
"クラミジア肺炎","山梨県","2026-19","2026-05-10",0.1,0.05,0,NA,NA,NA,1,FALSE
"ヘルパンギーナ","山梨県","2026-19","2026-05-10",0,0,0.028333333333333335,0,6,0,NA,FALSE
"マイコプラズマ肺炎","山梨県","2026-19","2026-05-10",0,0.07500000000000001,0.08333333333333334,0.9,NA,NA,NA,FALSE
"伝染性紅斑","山梨県","2026-19","2026-05-10",0.1,0.075,0.13,0.58,2,0.05,2,FALSE
"咽頭結膜熱","山梨県","2026-19","2026-05-10",0.14,0.12000000000000001,0.24666666666666667,0.49,3,0.05,1.4,FALSE
"急性出血性結膜炎","山梨県","2026-19","2026-05-10",0,0,0,NA,1,0,NA,FALSE
"感染性胃腸炎","山梨県","2026-19","2026-05-10",1.71,2.795,3.4008333333333334,0.82,20,0.09,0.631,FALSE
"感染性胃腸炎（ロタウイルス）","山梨県","2026-19","2026-05-10",0.1,0.125,0,NA,NA,NA,1,FALSE
"手足口病","山梨県","2026-19","2026-05-10",0,0,0.21250000000000002,0,5,0,NA,FALSE
"新型コロナウイルス","山梨県","2026-19","2026-05-10",0.31,0.8425,2.84875,0.3,NA,NA,0.31,FALSE
"水痘","山梨県","2026-19","2026-05-10",0.43,0.2875,0.0675,4.26,2,0.22,1.4828,FALSE
"流行性耳下腺炎","山梨県","2026-19","2026-05-10",0,0.025,0.04,0.62,6,0,0,FALSE
"流行性角結膜炎","山梨県","2026-19","2026-05-10",0.11,0.0825,1.1466666666666667,0.07,8,0.01,NA,FALSE
"無菌性髄膜炎","山梨県","2026-19","2026-05-10",0,0.025,0.008333333333333333,3,NA,NA,NA,FALSE
"突発性発しん","山梨県","2026-19","2026-05-10",0.1,0.20249999999999999,0.19166666666666665,1.06,NA,NA,0.4167,FALSE
"細菌性髄膜炎","山梨県","2026-19","2026-05-10",0,0.025,0.008333333333333333,3,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","岐阜県","2026-19","2026-05-10",0.85,1.6749999999999998,1.6824999999999999,1,8,0.11,0.425,FALSE
"RSウイルス","岐阜県","2026-19","2026-05-10",0.3,0.3325,0.9933333333333334,0.33,NA,NA,0.6818,FALSE
"インフルエンザ","岐阜県","2026-19","2026-05-10",0.22,0.39749999999999996,0.9141666666666667,0.43,30,0.01,11,FALSE
"クラミジア肺炎","岐阜県","2026-19","2026-05-10",0,0,0,NA,NA,NA,NA,FALSE
"ヘルパンギーナ","岐阜県","2026-19","2026-05-10",0,0.0475,0.016666666666666666,2.85,6,0,0,FALSE
"マイコプラズマ肺炎","岐阜県","2026-19","2026-05-10",0,0.15000000000000002,0.16666666666666669,0.9,NA,NA,0,FALSE
"伝染性紅斑","岐阜県","2026-19","2026-05-10",0.04,0.0575,0.1425,0.4,2,0.02,0.3636,FALSE
"咽頭結膜熱","岐阜県","2026-19","2026-05-10",0.04,0.1025,0.295,0.35,3,0.01,0.1538,FALSE
"急性出血性結膜炎","岐阜県","2026-19","2026-05-10",0,0,0,NA,1,0,NA,FALSE
"感染性胃腸炎","岐阜県","2026-19","2026-05-10",4.7,7.654999999999999,6.338333333333333,1.21,20,0.24,0.7253,FALSE
"感染性胃腸炎（ロタウイルス）","岐阜県","2026-19","2026-05-10",0.2,0.2,0.18333333333333335,1.09,NA,NA,1,FALSE
"手足口病","岐阜県","2026-19","2026-05-10",0.07,0.065,0.1075,0.6,5,0.01,NA,FALSE
"新型コロナウイルス","岐阜県","2026-19","2026-05-10",0.29,0.3275,2.71125,0.12,NA,NA,0.725,FALSE
"水痘","岐阜県","2026-19","2026-05-10",0.15,0.27999999999999997,0.06916666666666667,4.05,2,0.07,0.5,FALSE
"流行性耳下腺炎","岐阜県","2026-19","2026-05-10",0.11,0.0475,0.030833333333333334,1.54,6,0.02,2.75,FALSE
"流行性角結膜炎","岐阜県","2026-19","2026-05-10",0,0,0.09,0,8,0,NA,FALSE
"無菌性髄膜炎","岐阜県","2026-19","2026-05-10",0.2,0.1,0.06666666666666667,1.5,NA,NA,NA,FALSE
"突発性発しん","岐阜県","2026-19","2026-05-10",0.11,0.1875,0.2125,0.88,NA,NA,0.7333,FALSE
"細菌性髄膜炎","岐阜県","2026-19","2026-05-10",0,0,0.016666666666666666,0,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","岡山県","2026-19","2026-05-10",1.79,2.6725000000000003,1.4675,1.82,8,0.22,0.4475,FALSE
"RSウイルス","岡山県","2026-19","2026-05-10",0.11,0.485,0.42416666666666664,1.14,NA,NA,0.2037,FALSE
"インフルエンザ","岡山県","2026-19","2026-05-10",0.08,0.6799999999999999,1.2725,0.53,30,0,0.2,FALSE
"クラミジア肺炎","岡山県","2026-19","2026-05-10",0,0,0,NA,NA,NA,NA,FALSE
"ヘルパンギーナ","岡山県","2026-19","2026-05-10",0.04,0.0975,0.0975,1,6,0.01,0.5714,FALSE
"マイコプラズマ肺炎","岡山県","2026-19","2026-05-10",0,0.2,0.18333333333333335,1.09,NA,NA,0,FALSE
"伝染性紅斑","岡山県","2026-19","2026-05-10",0.04,0.1075,0.07083333333333333,1.52,2,0.02,0.1905,FALSE
"咽頭結膜熱","岡山県","2026-19","2026-05-10",0.21,0.22250000000000003,0.41083333333333333,0.54,3,0.07,1.1667,FALSE
"急性出血性結膜炎","岡山県","2026-19","2026-05-10",0,0,0,NA,1,0,NA,FALSE
"感染性胃腸炎","岡山県","2026-19","2026-05-10",2.82,4.83,6.289166666666667,0.77,20,0.14,0.5851,FALSE
"感染性胃腸炎（ロタウイルス）","岡山県","2026-19","2026-05-10",0,0,0.16666666666666666,0,NA,NA,NA,FALSE
"手足口病","岡山県","2026-19","2026-05-10",0.89,0.9025000000000001,0.42583333333333334,2.12,5,0.18,0.6899,FALSE
"新型コロナウイルス","岡山県","2026-19","2026-05-10",0.18,0.385,2.2575,0.17,NA,NA,0.6,FALSE
"水痘","岡山県","2026-19","2026-05-10",0.68,0.455,0.14833333333333334,3.07,2,0.34,1.5814,FALSE
"流行性耳下腺炎","岡山県","2026-19","2026-05-10",0,0.045,0.0625,0.72,6,0,NA,FALSE
"流行性角結膜炎","岡山県","2026-19","2026-05-10",0,0.0625,0.1875,0.33,8,0,0,FALSE
"無菌性髄膜炎","岡山県","2026-19","2026-05-10",0,0.05,0.03333333333333333,1.5,NA,NA,0,FALSE
"突発性発しん","岡山県","2026-19","2026-05-10",0.36,0.42,0.2925,1.44,NA,NA,0.8372,FALSE
"細菌性髄膜炎","岡山県","2026-19","2026-05-10",0,0,0,NA,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","岩手県","2026-19","2026-05-10",2.15,4.445,2.2175,2,8,0.27,0.4498,FALSE
"RSウイルス","岩手県","2026-19","2026-05-10",0.44,0.86,0.49583333333333335,1.73,NA,NA,0.9167,FALSE
"インフルエンザ","岩手県","2026-19","2026-05-10",0.45,0.885,2.135,0.41,30,0.02,0.5114,FALSE
"クラミジア肺炎","岩手県","2026-19","2026-05-10",0,0,0,NA,NA,NA,NA,FALSE
"ヘルパンギーナ","岩手県","2026-19","2026-05-10",0,0.0175,0.005833333333333334,3,6,0,0,FALSE
"マイコプラズマ肺炎","岩手県","2026-19","2026-05-10",0.26,0.1825,0.0875,2.09,NA,NA,1,FALSE
"伝染性紅斑","岩手県","2026-19","2026-05-10",0.07,0.195,0.495,0.39,2,0.04,0.3684,FALSE
"咽頭結膜熱","岩手県","2026-19","2026-05-10",0.26,0.2775,1.0699999999999998,0.26,3,0.09,0.7027,FALSE
"急性出血性結膜炎","岩手県","2026-19","2026-05-10",0,0,0.011666666666666667,0,1,0,NA,FALSE
"感染性胃腸炎","岩手県","2026-19","2026-05-10",4.33,6.1825,4.714166666666666,1.31,20,0.22,0.6358,FALSE
"感染性胃腸炎（ロタウイルス）","岩手県","2026-19","2026-05-10",0.26,0.3175,0.021666666666666667,14.65,NA,NA,0.8125,FALSE
"手足口病","岩手県","2026-19","2026-05-10",0,0.0475,0.030833333333333334,1.54,5,0,0,FALSE
"新型コロナウイルス","岩手県","2026-19","2026-05-10",1.21,2.2325,3.5675,0.63,NA,NA,0.5762,FALSE
"水痘","岩手県","2026-19","2026-05-10",0.26,0.2875,0.1775,1.62,2,0.13,0.8667,FALSE
"流行性耳下腺炎","岩手県","2026-19","2026-05-10",0,0.02,0.018333333333333333,1.09,6,0,0,FALSE
"流行性角結膜炎","岩手県","2026-19","2026-05-10",0.36,0.30500000000000005,0.27249999999999996,1.12,8,0.04,0.8372,FALSE
"無菌性髄膜炎","岩手県","2026-19","2026-05-10",0,0.037500000000000006,0.021666666666666667,1.73,NA,NA,0,FALSE
"突発性発しん","岩手県","2026-19","2026-05-10",0.15,0.2675,0.395,0.68,NA,NA,0.4545,FALSE
"細菌性髄膜炎","岩手県","2026-19","2026-05-10",0,0,0.016666666666666666,0,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","島根県","2026-19","2026-05-10",1,2.4775,1.4083333333333332,1.76,8,0.12,0.3236,FALSE
"RSウイルス","島根県","2026-19","2026-05-10",0.27,0.34,0.3441666666666667,0.99,NA,NA,1,FALSE
"インフルエンザ","島根県","2026-19","2026-05-10",0.15,0.8625,1.0683333333333334,0.81,30,0,0.1875,FALSE
"クラミジア肺炎","島根県","2026-19","2026-05-10",0,0,0,NA,NA,NA,NA,FALSE
"ヘルパンギーナ","島根県","2026-19","2026-05-10",0,0,0.0775,0,6,0,NA,FALSE
"マイコプラズマ肺炎","島根県","2026-19","2026-05-10",0.5,0.47250000000000003,0.15666666666666668,3.02,NA,NA,1.3158,FALSE
"伝染性紅斑","島根県","2026-19","2026-05-10",0,0.1575,0.3416666666666667,0.46,2,0,0,FALSE
"咽頭結膜熱","島根県","2026-19","2026-05-10",0.45,0.6575000000000001,0.5791666666666666,1.14,3,0.15,0.5488,FALSE
"急性出血性結膜炎","島根県","2026-19","2026-05-10",0,0,0,NA,1,0,NA,FALSE
"感染性胃腸炎","島根県","2026-19","2026-05-10",5.09,9.34,5.711666666666667,1.64,20,0.25,0.5438,FALSE
"感染性胃腸炎（ロタウイルス）","島根県","2026-19","2026-05-10",0,0,0.07333333333333333,0,NA,NA,NA,FALSE
"手足口病","島根県","2026-19","2026-05-10",0.27,0.18,0.1625,1.11,5,0.05,1,FALSE
"新型コロナウイルス","島根県","2026-19","2026-05-10",0.5,0.5375,2.0175,0.27,NA,NA,0.625,FALSE
"水痘","島根県","2026-19","2026-05-10",0.55,0.41000000000000003,0.15833333333333333,2.59,2,0.28,NA,FALSE
"流行性耳下腺炎","島根県","2026-19","2026-05-10",0,0.0225,0.050833333333333335,0.44,6,0,NA,FALSE
"流行性角結膜炎","島根県","2026-19","2026-05-10",0,0.0825,0.0825,1,8,0,NA,FALSE
"無菌性髄膜炎","島根県","2026-19","2026-05-10",0,0.0325,0.010833333333333334,3,NA,NA,NA,FALSE
"突発性発しん","島根県","2026-19","2026-05-10",0.64,0.5475,0.5366666666666666,1.02,NA,NA,1.1636,FALSE
"細菌性髄膜炎","島根県","2026-19","2026-05-10",0,0,0.05416666666666667,0,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","広島県","2026-19","2026-05-10",1.73,2.59,2.1533333333333333,1.2,8,0.22,0.6135,FALSE
"RSウイルス","広島県","2026-19","2026-05-10",0.18,0.3975,1.0616666666666668,0.37,NA,NA,0.5294,FALSE
"インフルエンザ","広島県","2026-19","2026-05-10",0.15,0.5525,1.5741666666666667,0.35,30,0,0.25,FALSE
"クラミジア肺炎","広島県","2026-19","2026-05-10",0,0,0,NA,NA,NA,NA,FALSE
"ヘルパンギーナ","広島県","2026-19","2026-05-10",0.14,0.2125,0.14833333333333334,1.43,6,0.02,0.4375,FALSE
"マイコプラズマ肺炎","広島県","2026-19","2026-05-10",0.35,0.26249999999999996,0.215,1.22,NA,NA,2.3333,FALSE
"伝染性紅斑","広島県","2026-19","2026-05-10",0.09,0.07,0.16,0.44,2,0.04,1.2857,FALSE
"咽頭結膜熱","広島県","2026-19","2026-05-10",0.38,0.4075,0.62,0.66,3,0.13,0.5938,FALSE
"急性出血性結膜炎","広島県","2026-19","2026-05-10",0,0,0.013333333333333334,0,1,0,NA,FALSE
"感染性胃腸炎","広島県","2026-19","2026-05-10",3.09,4.0975,5.6175,0.73,20,0.15,0.7392,FALSE
"感染性胃腸炎（ロタウイルス）","広島県","2026-19","2026-05-10",0,0.0125,0.15833333333333333,0.08,NA,NA,0,FALSE
"手足口病","広島県","2026-19","2026-05-10",0.34,0.2775,0.24666666666666667,1.12,5,0.07,0.8718,FALSE
"新型コロナウイルス","広島県","2026-19","2026-05-10",0.48,0.63,1.67,0.38,NA,NA,0.9412,FALSE
"水痘","広島県","2026-19","2026-05-10",0.2,0.2425,0.08916666666666667,2.72,2,0.1,0.7407,FALSE
"流行性耳下腺炎","広島県","2026-19","2026-05-10",0,0.02,0.023333333333333334,0.86,6,0,0,FALSE
"流行性角結膜炎","広島県","2026-19","2026-05-10",0.26,0.355,0.8291666666666666,0.43,8,0.03,0.7027,FALSE
"無菌性髄膜炎","広島県","2026-19","2026-05-10",0,0,0.008333333333333333,0,NA,NA,NA,FALSE
"突発性発しん","広島県","2026-19","2026-05-10",0.13,0.175,0.2525,0.69,NA,NA,0.619,FALSE
"細菌性髄膜炎","広島県","2026-19","2026-05-10",0,0,0.016666666666666666,0,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","徳島県","2026-19","2026-05-10",0.48,0.9999999999999999,0.9525,1.05,8,0.06,0.2874,FALSE
"RSウイルス","徳島県","2026-19","2026-05-10",0.19,0.2025,0.7741666666666667,0.26,NA,NA,1,FALSE
"インフルエンザ","徳島県","2026-19","2026-05-10",0.06,0.4225,0.7008333333333333,0.6,30,0,0.2,FALSE
"クラミジア肺炎","徳島県","2026-19","2026-05-10",0,0,0,NA,NA,NA,NA,FALSE
"ヘルパンギーナ","徳島県","2026-19","2026-05-10",0,0.0125,0.08333333333333333,0.15,6,0,NA,FALSE
"マイコプラズマ肺炎","徳島県","2026-19","2026-05-10",0.29,0.215,0.023333333333333334,9.21,NA,NA,1,FALSE
"伝染性紅斑","徳島県","2026-19","2026-05-10",0.05,0.145,0.028333333333333332,5.12,2,0.03,NA,FALSE
"咽頭結膜熱","徳島県","2026-19","2026-05-10",0.19,0.1325,0.19166666666666668,0.69,3,0.06,1.9,FALSE
"急性出血性結膜炎","徳島県","2026-19","2026-05-10",0,0,0.041666666666666664,0,1,0,NA,FALSE
"感染性胃腸炎","徳島県","2026-19","2026-05-10",3.76,3.4774999999999996,4.644166666666667,0.75,20,0.19,0.9284,FALSE
"感染性胃腸炎（ロタウイルス）","徳島県","2026-19","2026-05-10",0,0,0.035833333333333335,0,NA,NA,NA,FALSE
"手足口病","徳島県","2026-19","2026-05-10",0,0.0125,0.61,0.02,5,0,0,FALSE
"新型コロナウイルス","徳島県","2026-19","2026-05-10",0.88,1.0075,1.9925,0.51,NA,NA,0.7458,FALSE
"水痘","徳島県","2026-19","2026-05-10",0.29,0.1575,0.16583333333333333,0.95,2,0.14,5.8,FALSE
"流行性耳下腺炎","徳島県","2026-19","2026-05-10",0.1,0.025,0.03833333333333334,0.65,6,0.02,NA,FALSE
"流行性角結膜炎","徳島県","2026-19","2026-05-10",0.75,0.4375,0.125,3.5,8,0.09,1.5,FALSE
